"コード","銘柄名","市場","現在値","前日比(%)"
"3799","キーウェアソリューションズ","東S","737","-9.0(-1.21%)"
"3800","ユニリタ","東S","2000","-1.0(-0.05%)"
"3802","エコミック","東S","489","+0.0(+0.00%)"
"3804","システム　ディ","東S","1596","-24.0(-1.48%)"
"3810","サイバーステップ","東S","293","-19.0(-6.09%)"
"3816","大和コンピューター","東S","1130","-10.0(-0.88%)"
"3823","ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ","東S","82","+0.0(+0.00%)"
"3825","リミックスポイント","東S","430","-26.0(-5.70%)"
"3826","システムインテグレータ","東S","341","-2.0(-0.58%)"
"3839","ＯＤＫソリューションズ","東S","566","+1.0(+0.18%)"
"3840","パス","東S","109","+0.0(+0.00%)"
"3841","ジーダット","東S","1328","-40.0(-2.92%)"
"3842","ネクストジェン","東S","1111","-7.0(-0.63%)"
"3845","アイフリークモバイル","東S","79","-3.0(-3.66%)"
"3847","パシフィックシステム","東S","4290","-10.0(-0.23%)"
"3848","データ・アプリケーション","東S","838","+3.0(+0.36%)"
"3850","エヌ・ティ・ティ・データ・イン","東S","2509","-27.0(-1.06%)"
"3851","日本一ソフトウェア","東S","803","+2.0(+0.25%)"
"3856","Ａｂａｌａｎｃｅ","東S","580","-2.0(-0.34%)"
"3858","ユビキタスＡＩ","東S","386","-9.0(-2.28%)"
"3878","巴川","東S","712","-8.0(-1.11%)"
"3891","ニッポン高度紙工業","東S","1812","-37.0(-2.00%)"
"3892","岡山製紙","東S","1442","+10.0(+0.70%)"
"3895","ハビックス","東S","483","-3.0(-0.62%)"
"3896","阿波製紙","東S","403","-8.0(-1.95%)"
"3909","ショーケース","東S","367","+23.0(+6.69%)"
"3910","エムケイシステム","東S","309","-3.0(-0.96%)"
"3912","モバイルファクトリー","東S","950","-9.0(-0.94%)"
"3918","ＰＣＩ　ＨＬＤＧ","東S","951","-7.0(-0.73%)"
"3920","アイビーシー","東S","725","-10.0(-1.36%)"
"3928","マイネット","東S","235","-2.0(-0.84%)"
"3933","チエル","東S","643","-2.0(-0.31%)"
"3934","ベネフィットジャパン","東S","1097","-3.0(-0.27%)"
"3935","エディア","東S","453","-7.0(-1.52%)"
"3940","ノムラシステムコーポレーション","東S","122","+0.0(+0.00%)"
"3943","大石産業","東S","1256","+23.0(+1.87%)"
"3944","古林紙工","東S","1949","+0.0(+0.00%)"
"3945","スーパーバッグ","東S","2275","-5.0(-0.22%)"
"3947","ダイナパック","東S","1827","+7.0(+0.38%)"
"3948","光ビジネスフォーム","東S","752","-6.0(-0.79%)"
"3951","朝日印刷","東S","891","-4.0(-0.45%)"
"3953","大村紙業","東S","866","-7.0(-0.80%)"
"3954","昭和パックス","東S","1774","+3.0(+0.17%)"
"3955","イムラ","東S","925","-10.0(-1.07%)"
"3958","笹徳印刷","東S","510","+0.0(+0.00%)"
"3965","キャピタル・アセット・プランニ","東S","743","+0.0(+0.00%)"
"3969","エイトレッド","東S","1397","+1.0(+0.07%)"
"3974","ＳＣＡＴ","東S","398","-1.0(-0.25%)"
"3981","ビーグリー","東S","1519","-13.0(-0.85%)"
"3985","テモナ","東S","192","-6.0(-3.03%)"
"3988","ＳＹＳ　ＨＬＤＧ","東S","539","+2.0(+0.37%)"
"3996","サインポスト","東S","392","-2.0(-0.51%)"
"3997","トレードワークス","東S","1369","-237.0(-14.76%)"
"4012","アクシス","東S","1495","-5.0(-0.33%)"
"4016","ＭＩＴ　ＨＬＤＧ","東S","735","-10.0(-1.34%)"
"4026","神島化学工業","東S","1629","-9.0(-0.55%)"
"4031","片倉コープアグリ","東S","939","+11.0(+1.19%)"
"4040","南海化学","東S","2475","-65.0(-2.56%)"
"4059","まぐまぐ","東S","551","-9.0(-1.61%)"
"4080","田中化学研究所","東S","496","-11.0(-2.17%)"
"4094","日本化学産業","東S","1580","-22.0(-1.37%)"
"4098","チタン工業","東S","771","-4.0(-0.52%)"
"4100","戸田工業","東S","1140","-20.0(-1.72%)"
"4102","丸尾カルシウム","東S","1376","+0.0(+0.00%)"
"4107","伊勢化学工業","東S","23310","-1,280.0(-5.21%)"
"4113","田岡化学工業","東S","1064","+2.0(+0.19%)"
"4119","日本ピグメントＨＬＤＧ","東S","3105","-55.0(-1.74%)"
"4120","スガイ化学工業","東S","2286","+44.0(+1.96%)"
"4124","大阪油化工業","東S","2373","+0.0(+0.00%)"
"4125","三和油化工業","東S","1484","-6.0(-0.40%)"
"4171","グローバルインフォメーション","東S","1274","+1.0(+0.08%)"
"4172","東和ハイシステム","東S","2051","-49.0(-2.33%)"
"4174","アピリッツ","東S","813","+3.0(+0.37%)"
"4193","ファブリカＨＬＤＧ","東S","2862","-16.0(-0.56%)"
"4196","ネオマーケティング","東S","1055","-3.0(-0.28%)"
"4197","アスマーク","東S","2399","-9.0(-0.37%)"
"4198","テンダ","東S","937","-50.0(-5.07%)"
"4222","児玉化学工業","東S","419","-9.0(-2.10%)"
"4224","ロンシール工業","東S","1527","-9.0(-0.59%)"
"4231","タイガースポリマー","東S","720","-5.0(-0.69%)"
"4234","サンエー化研","東S","582","-11.0(-1.85%)"
"4235","ウルトラファブリックスＨＬＤＧ","東S","805","-1.0(-0.12%)"
"4237","フジプレアム","東S","365","-5.0(-1.35%)"
"4238","ミライアル","東S","1280","-27.0(-2.07%)"
"4241","アテクト","東S","528","+17.0(+3.33%)"
"4242","タカギセイコー","東S","1391","-9.0(-0.64%)"
"4243","ニックス","東S","735","-6.0(-0.81%)"
"4245","ダイキアクシス","東S","673","-2.0(-0.30%)"
"4247","ポバール興業","東S","1200","-10.0(-0.83%)"
"4248","竹本容器","東S","817","+2.0(+0.25%)"
"4274","細谷火工","東S","1028","-20.0(-1.91%)"
"4284","ソルクシーズ","東S","344","+6.0(+1.78%)"
"4286","ＣＬＨＬＤＧ","東S","793","-35.0(-4.23%)"
"4287","ジャストプランニング","東S","346","-3.0(-0.86%)"
"4288","アズジェント","東S","525","-25.0(-4.55%)"
"4293","セプテーニＨＬＤＧ","東S","336","-10.0(-2.89%)"
"4299","ハイマックス","東S","1350","-4.0(-0.30%)"
"4304","Ｅストアー","東S","1943","+3.0(+0.15%)"
"4317","レイ","東S","411","-1.0(-0.24%)"
"4319","ＴＡＣ","東S","212","-3.0(-1.40%)"
"4320","ＣＥ　ＨＬＤＧ","東S","606","-7.0(-1.14%)"
"4334","ユークス","東S","364","-3.0(-0.82%)"
"4335","アイ・ピー・エス","東S","1152","-1.0(-0.09%)"
"4341","西菱電機","東S","-","- (-%)"
"4346","ＮＥＸＹＺ．Ｇｒｏｕｐ","東S","773","+1.0(+0.13%)"
"4347","ブロードメディア","東S","1730","-40.0(-2.26%)"
"4350","メディカルシステムネットワーク","東S","395","-2.0(-0.50%)"
"4351","山田債権回収管理総合事務所","東S","832","+4.0(+0.48%)"
"4356","応用技術","東S","1546","-36.0(-2.28%)"
"4360","マナック・ケミカル・パートナー","東S","592","-4.0(-0.67%)"
"4361","川口化学工業","東S","1320","+0.0(+0.00%)"
"4365","松本油脂製薬","東S","18300","+100.0(+0.55%)"
"4366","ダイトーケミックス","東S","639","-4.0(-0.62%)"
"4367","広栄化学","東S","2370","-2.0(-0.08%)"
"4382","ＨＥＲＯＺ","東S","943","-55.0(-5.51%)"
"4386","ＳＩＧグループ","東S","692","-5.0(-0.72%)"
"4398","ブロードバンドセキュリティ","東S","1430","+20.0(+1.42%)"
"4404","ミヨシ油脂","東S","1554","-21.0(-1.33%)"
"4406","新日本理化","東S","200","-6.0(-2.91%)"
"4409","東邦化学工業","東S","661","-4.0(-0.60%)"
"4420","イーソル","東S","592","-19.0(-3.11%)"
"4421","ディ・アイ・システム","東S","995","-10.0(-1.00%)"
"4430","東海ソフト","東S","1480","-30.0(-1.99%)"
"4434","サーバーワークス","東S","2375","-23.0(-0.96%)"
"4439","東名","東S","2241","-3.0(-0.13%)"
"4440","ヴィッツ","東S","1039","+9.0(+0.87%)"
"4441","トビラシステムズ","東S","811","-9.0(-1.10%)"
"4463","日華化学","東S","1242","+3.0(+0.24%)"
"4464","ソフト９９コーポレーション","東S","1440","-3.0(-0.21%)"
"4465","ニイタカ","東S","1929","+0.0(+0.00%)"
"4491","コンピューターマネージメント","東S","1706","-4.0(-0.23%)"
"4492","ゼネテック","東S","527","+25.0(+4.98%)"
"4494","バリオセキュア","東S","565","-21.0(-3.58%)"
"4499","Ｓｐｅｅｅ","東S","2820","+12.0(+0.43%)"
"4512","わかもと製薬","東S","305","+23.0(+8.16%)"
"4524","森下仁丹","東S","2154","-14.0(-0.65%)"
"4531","有機合成薬品工業","東S","268","-2.0(-0.74%)"
"4539","日本ケミファ","東S","1468","-8.0(-0.54%)"
"4556","カイノス","東S","1207","-12.0(-0.98%)"
"4558","中京医薬品","東S","206","-1.0(-0.48%)"
"4595","ミズホメディー","東S","1440","-5.0(-0.35%)"
"4615","神東塗料","東S","134","-1.0(-0.74%)"
"4616","川上塗料","東S","1590","-35.0(-2.15%)"
"4619","日本特殊塗料","東S","1386","+5.0(+0.36%)"
"4620","藤倉化成","東S","495","-15.0(-2.94%)"
"4623","アサヒペン","東S","1840","-2.0(-0.11%)"
"4624","イサム塗料","東S","3100","-50.0(-1.59%)"
"4625","アトミクス","東S","620","-1.0(-0.16%)"
"4627","ナトコ","東S","1431","+1.0(+0.07%)"
"4628","エスケー化研","東S","8990","-200.0(-2.18%)"
"4629","大伸化学","東S","1389","+0.0(+0.00%)"
"4635","東京インキ","東S","3845","-35.0(-0.90%)"
"4642","オリジナル設計","東S","1340","-11.0(-0.81%)"
"4644","イマジニア","東S","1019","-10.0(-0.97%)"
"4645","市進ＨＬＤＧ","東S","425","-8.0(-1.85%)"
"4650","ＳＤエンターテイメント","東S","300","-3.0(-0.99%)"
"4651","サニックス","東S","242","+3.0(+1.26%)"
"4657","環境管理センター","東S","434","-8.0(-1.81%)"
"4659","エイジス","東S","2368","-1.0(-0.04%)"
"4664","アール・エス・シー","東S","623","-10.0(-1.58%)"
"4667","アイサンテクノロジー","東S","1644","+31.0(+1.92%)"
"4671","ファルコＨＬＤＧ","東S","2350","-9.0(-0.38%)"
"4673","川崎地質","東S","2831","-62.0(-2.14%)"
"4678","秀英予備校","東S","292","-2.0(-0.68%)"
"4679","田谷","東S","309","-2.0(-0.64%)"
"4685","菱友システムズ","東S","6440","-190.0(-2.87%)"
"4690","日本パレットプール","東S","1509","+17.0(+1.14%)"
"4691","ワシントンホテル","東S","1122","-14.0(-1.23%)"
"4705","クリップコーポレーション","東S","845","+1.0(+0.12%)"
"4707","キタック","東S","368","-11.0(-2.90%)"
"4712","ＫｅｙＨｏｌｄｅｒ","東S","711","-9.0(-1.25%)"
"4716","日本オラクル","東S","14255.0","-370.0(-2.53%)"
"4720","城南進学研究社","東S","227","+0.0(+0.00%)"
"4728","トーセ","東S","654","-11.0(-1.65%)"
"4735","京進","東S","342","+0.0(+0.00%)"
"4736","日本ラッド","東S","771","-26.0(-3.26%)"
"4745","東京個別指導学院","東S","340","-5.0(-1.45%)"
"4746","東計電算","東S","4180","-30.0(-0.71%)"
"4750","ダイサン","東S","579","+13.0(+2.30%)"
"4752","昭和システムエンジニアリング","東S","1410","+5.0(+0.36%)"
"4754","トスネット","東S","1421","-24.0(-1.66%)"
"4760","アルファ","東S","1505","+5.0(+0.33%)"
"4761","さくらケーシーエス","東S","1074","-17.0(-1.56%)"
"4762","エックスネット","東S","1355","+5.0(+0.37%)"
"4766","ピーエイ","東S","237","-4.0(-1.66%)"
"4767","テー・オー・ダブリュー","東S","311","-3.0(-0.96%)"
"4769","ＩＣ","東S","964","+0.0(+0.00%)"
"4771","エフアンドエム","東S","1772","-57.0(-3.12%)"
"4777","ガーラ","東S","228","-4.0(-1.72%)"
"4783","ＮＣＤ","東S","2731","+56.0(+2.09%)"
"4800","オリコン","東S","821","+0.0(+0.00%)"
"4814","ネクストウェア","東S","137","-3.0(-2.14%)"
"4816","東映アニメーション","東S","3295","-10.0(-0.30%)"
"4829","日本エンタープライズ","東S","120","-4.0(-3.23%)"
"4832","ＪＦＥシステムズ","東S","3565","+0.0(+0.00%)"
"4838","スペースシャワーＳＫＩＹＡＫＩ","東S","431","-2.0(-0.46%)"
"4875","メディシノバ","東S","244","-11.0(-4.31%)"
"4885","室町ケミカル","東S","859","-24.0(-2.72%)"
"4918","アイビー化粧品","東S","244","-4.0(-1.61%)"
"4920","日本色材工業研究所","東S","1162","+0.0(+0.00%)"
"4925","ハーバー研究所","東S","1742","+0.0(+0.00%)"
"4926","シーボン","東S","1165","+36.0(+3.19%)"
"4929","アジュバンＨＬＤＧ","東S","838","-1.0(-0.12%)"
"4932","アルマード","東S","1217","+0.0(+0.00%)"
"4935","リベルタ","東S","1250","-91.0(-6.79%)"
"4957","ヤスハラケミカル","東S","992","-9.0(-0.90%)"
"4960","ケミプロ化成","東S","345","-3.0(-0.86%)"
"4966","上村工業","東S","10230","-100.0(-0.97%)"
"4970","東洋合成工業","東S","5380","-310.0(-5.45%)"
"4972","綜研化学","東S","3290","-40.0(-1.20%)"
"4976","東洋ドライルーブ","東S","3645","-10.0(-0.27%)"
"4977","新田ゼラチン","東S","767","-5.0(-0.65%)"
"4979","ＯＡＴアグリオ","東S","1997","-17.0(-0.84%)"
"4990","昭和化学工業","東S","460","-10.0(-2.13%)"
"4992","北興化学工業","東S","1261","-25.0(-1.94%)"
"4994","大成ラミック","東S","2524","-15.0(-0.59%)"
"4998","フマキラー","東S","1107","+15.0(+1.37%)"
"5009","富士興産","東S","1446","+1.0(+0.07%)"
"5010","日本精蝋","東S","195","-4.0(-2.01%)"
"5013","ユシロ化学工業","東S","2015","-19.0(-0.93%)"
"5015","ビーピー・カストロール","東S","844","+3.0(+0.36%)"
"5018","ＭＯＲＥＳＣＯ","東S","1192","-25.0(-2.05%)"
"5036","日本ビジネスシステムズ","東S","1002","-34.0(-3.28%)"
"5071","ヴィス","東S","1311","-10.0(-0.76%)"
"5078","セレ","東S","4340","-65.0(-1.48%)"
"5079","ノバック","東S","2608","-10.0(-0.38%)"
"5103","昭和ＨＬＤＧ","東S","42","+0.0(+0.00%)"
"5133","テリロジーＨＬＤＧ","東S","287","-5.0(-1.71%)"
"5161","西川ゴム工業","東S","4670","-40.0(-0.85%)"
"5162","朝日ラバー","東S","564","+0.0(+0.00%)"
"5184","ニチリン","東S","3490","-25.0(-0.71%)"
"5187","クリエートメディック","東S","916","-11.0(-1.19%)"
"5189","櫻護謨","東S","1851","-30.0(-1.59%)"
"5194","相模ゴム工業","東S","933","-15.0(-1.58%)"
"5199","不二ラテックス","東S","1738","+28.0(+1.64%)"
"5204","石塚硝子","東S","2502","-34.0(-1.34%)"
"5210","日本山村硝子","東S","2220","-7.0(-0.31%)"
"5216","倉元製作所","東S","226","-8.0(-3.42%)"
"5218","オハラ","東S","1044","-22.0(-2.06%)"
"5237","ノザワ","東S","844","+0.0(+0.00%)"
"5250","プライム・ストラテジー","東S","1132","-26.0(-2.25%)"
"5257","ノバシステム","東S","2960","-29.0(-0.97%)"
"5268","旭コンクリート工業","東S","656","-5.0(-0.76%)"
"5271","トーヨーアサノ","東S","2139","-46.0(-2.11%)"
"5273","三谷セキサン","東S","6000","-140.0(-2.28%)"
"5277","スパンクリートコーポレーション","東S","438","+0.0(+0.00%)"
"5279","日本興業","東S","851","-13.0(-1.50%)"
"5280","ヨシコン","東S","1646","-23.0(-1.38%)"
"5282","ジオスター","東S","302","-3.0(-0.98%)"
"5283","高見澤","東S","3120","-5.0(-0.16%)"
"5284","ヤマウＨＬＤＧ","東S","1889","-16.0(-0.84%)"
"5285","ヤマックス","東S","1629","-8.0(-0.49%)"
"5287","イトーヨーギョー","東S","649","-21.0(-3.13%)"
"5290","ベルテクスコーポレーション","東S","1792","-52.0(-2.82%)"
"5304","ＳＥＣカーボン","東S","2170","-21.0(-0.96%)"
"5337","ダントーＨＬＤＧ","東S","281","-2.0(-0.71%)"
"5341","ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ","東S","443","-5.0(-1.12%)"
"5355","日本坩堝","東S","601","+0.0(+0.00%)"
"5356","美濃窯業","東S","840","-4.0(-0.47%)"
"5363","東京窯業","東S","449","+0.0(+0.00%)"
"5367","ニッカトー","東S","521","+25.0(+5.04%)"
"5368","日本インシュレーション","東S","903","+1.0(+0.11%)"
"5380","新東","東S","1497","-15.0(-0.99%)"
"5381","Ｍｉｐｏｘ","東S","606","-17.0(-2.73%)"
"5386","鶴弥","東S","369","-3.0(-0.81%)"
"5388","クニミネ工業","東S","1028","-5.0(-0.48%)"
"5391","エーアンドエーマテリアル","東S","1194","+3.0(+0.25%)"
"5446","北越メタル","東S","1360","+14.0(+1.04%)"
"5449","大阪製鐵","東S","2800","+31.0(+1.12%)"
"5458","高砂鐵工","東S","951","-4.0(-0.42%)"
"5464","モリ工業","東S","4760","+120.0(+2.59%)"
"5476","日本高周波鋼業","東S","364","-1.0(-0.27%)"
"5484","東北特殊鋼","東S","1998","+0.0(+0.00%)"
"5491","日本金属","東S","656","-5.0(-0.76%)"
"5533","エリッツＨＬＤＧ","東S","1792","-1.0(-0.06%)"
"5542","新報国マテリアル","東S","676","-6.0(-0.88%)"
"5571","エキサイトＨＬＤＧ","東S","1149","+0.0(+0.00%)"
"5576","オービーシステム","東S","2337","+0.0(+0.00%)"
"5589","オートサーバー","東S","1822","-1.0(-0.05%)"
"5603","虹技","東S","1310","+4.0(+0.31%)"
"5609","日本鋳造","東S","829","+2.0(+0.24%)"
"5610","大和重工","東S","1613","+1.0(+0.06%)"
"5612","日本鋳鉄管","東S","1555","-29.0(-1.83%)"
"5644","メタルアート","東S","3305","-20.0(-0.60%)"
"5658","日亜鋼業","東S","311","-8.0(-2.51%)"
"5660","神鋼鋼線工業","東S","1358","-2.0(-0.15%)"
"5695","パウダーテック","東S","2204","-35.0(-1.56%)"
"5697","サンユウ","東S","503","-6.0(-1.18%)"
"5699","イボキン","東S","1252","-3.0(-0.24%)"
"5721","エス・サイエンス","東S","25","+0.0(+0.00%)"
"5724","アサカ理研","東S","820","-20.0(-2.38%)"
"5729","日本精鉱","東S","5800","+160.0(+2.84%)"
"5742","エヌアイシ・オートテック","東S","793","+0.0(+0.00%)"
"5753","日本伸銅","東S","1999","-1.0(-0.05%)"
"5816","オーナンバ","東S","998","-4.0(-0.40%)"
"5817","ＪＭＡＣＳ","東S","471","-2.0(-0.42%)"
"5819","カナレ電気","東S","1503","-5.0(-0.33%)"
"5820","三ッ星","東S","949","-38.0(-3.85%)"
"5843","ニッポンインシュア","東S","1515","+2.0(+0.13%)"
"5845","全保連","東S","935","-4.0(-0.43%)"
"5856","エルアイイーエイチ","東S","39","+0.0(+0.00%)"
"5868","ロココ","東S","868","+33.0(+3.95%)"
"5869","早稲田学習研究会","東S","1026","+5.0(+0.49%)"
"5871","ＳＯＬＩＺＥ","東S","1539","-40.0(-2.53%)"
"5885","ジーデップ・アドバンス","東S","2025","-130.0(-6.03%)"
"5889","Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈ","東S","2205","-6.0(-0.27%)"
"5891","魁力屋","東S","1715","-43.0(-2.45%)"
"5900","ダイケン","東S","808","+10.0(+1.25%)"
"5903","シンポ","東S","1247","+15.0(+1.22%)"
"5905","日本製罐","東S","1453","+2.0(+0.14%)"
"5906","エムケー精工","東S","506","-9.0(-1.75%)"
"5909","コロナ","東S","948","+0.0(+0.00%)"
"5918","瀧上工業","東S","7000","-70.0(-0.99%)"
"5921","川岸工業","東S","-","- (-%)"
"5922","那須電機鉄工","東S","13630","-160.0(-1.16%)"
"5923","高田機工","東S","1028","+4.0(+0.39%)"
"5928","アルメタックス","東S","263","-1.0(-0.38%)"
"5935","元旦ビューティ工業","東S","-","- (-%)"
"5936","東洋シヤッター","東S","834","-1.0(-0.12%)"
"5939","大谷工業","東S","6790","+70.0(+1.04%)"
"5940","不二サッシ","東S","666","-11.0(-1.62%)"
"5941","中西製作所","東S","2634","+26.0(+1.00%)"
"5942","日本フイルコン","東S","505","+1.0(+0.20%)"
"5945","天龍製鋸","東S","1863","-12.0(-0.64%)"
"5950","日本パワーファスニング","東S","268","-7.0(-2.55%)"
"5951","ダイニチ工業","東S","661","+4.0(+0.61%)"
"5952","アマテイ","東S","177","-6.0(-3.28%)"
"5955","ワイズＨＬＤＧ","東S","74","-2.0(-2.63%)"
"5956","トーソー","東S","517","+3.0(+0.58%)"
"5958","三洋工業","東S","3010","-15.0(-0.50%)"
"5962","浅香工業","東S","1598","-19.0(-1.18%)"
"5965","フジマック","東S","1055","-18.0(-1.68%)"
"5966","京都機械工具","東S","2700","+0.0(+0.00%)"
"5967","ＴＯＮＥ","東S","510","-15.0(-2.86%)"
"5969","ロブテックス","東S","1231","+1.0(+0.08%)"
"5971","共和工業所","東S","5640","-10.0(-0.18%)"
"5973","トーアミ","東S","-","- (-%)"
"5974","中国工業","東S","527","+0.0(+0.00%)"
"5982","マルゼン","東S","3190","-65.0(-2.00%)"
"5983","イワブチ","東S","6550","-180.0(-2.67%)"
"5984","兼房","東S","695","+10.0(+1.46%)"
"5985","サンコール","東S","355","-18.0(-4.83%)"
"5986","モリテック　スチール","東S","188","+2.0(+1.08%)"
"5987","オーネックス","東S","1728","+18.0(+1.05%)"
"5990","スーパーツール","東S","2024","+45.0(+2.27%)"
"5992","中央発條","東S","1583","+8.0(+0.51%)"
"5994","ファインシンター","東S","792","-3.0(-0.38%)"
"5997","協立エアテック","東S","613","+3.0(+0.49%)"
"5998","アドバネクス","東S","817","-18.0(-2.16%)"
"6016","ジャパンエンジン","東S","3310","-125.0(-3.64%)"
"6018","阪神内燃機工業","東S","2241","+0.0(+0.00%)"
"6022","赤阪鐵工所","東S","1888","+33.0(+1.78%)"
"6023","ダイハツディーゼル","東S","1744","-12.0(-0.68%)"
"6029","アトラグループ","東S","122","-3.0(-2.40%)"
"6037","楽待","東S","716","-9.0(-1.24%)"
"6042","ニッキ","東S","2597","+0.0(+0.00%)"
"6044","三機サービス","東S","1029","+17.0(+1.68%)"
"6048","デザインワン・ジャパン","東S","109","-3.0(-2.68%)"
"6054","リブセンス","東S","142","-3.0(-2.07%)"
"6059","ウチヤマＨＬＤＧ","東S","319","+0.0(+0.00%)"
"6060","こころネット","東S","948","-4.0(-0.42%)"
"6061","ユニバーサル園芸社","東S","3780","-60.0(-1.56%)"
"6063","日本エマージェンシーアシスタン","東S","1004","+10.0(+1.01%)"
"6074","ジェイエスエス","東S","423","-5.0(-1.17%)"
"6082","ライドオンエクスプレスＨＬＤＧ","東S","1040","+0.0(+0.00%)"
"6083","ＥＲＩ　ＨＬＤＧ","東S","2367","-62.0(-2.55%)"
"6087","アビスト","東S","3105","+0.0(+0.00%)"
"6091","ウエスコＨＬＤＧ","東S","628","+1.0(+0.16%)"
"6092","エンバイオＨＬＤＧ","東S","597","+3.0(+0.51%)"
"6093","エスクロー・エージェント・ジャ","東S","146","-5.0(-3.31%)"
"6096","レアジョブ","東S","391","-6.0(-1.51%)"
"6125","岡本工作機械製作所","東S","3710","-80.0(-2.11%)"
"6131","浜井産業","東S","1308","-2.0(-0.15%)"
"6137","小池酸素工業","東S","6110","+50.0(+0.83%)"
"6138","ダイジェット工業","東S","710","+9.0(+1.28%)"
"6144","西部電機","東S","1906","-40.0(-2.06%)"
"6145","ＮＩＴＴＯＫＵ","東S","2177","+7.0(+0.32%)"
"6147","ヤマザキ","東S","311","-1.0(-0.32%)"
"6149","小田原エンジニアリング","東S","1884","-6.0(-0.32%)"
"6150","タケダ機械","東S","3175","-20.0(-0.63%)"
"6155","高松機械工業","東S","453","-4.0(-0.88%)"
"6156","エーワン精密","東S","1748","-9.0(-0.51%)"
"6158","和井田製作所","東S","877","+6.0(+0.69%)"
"6159","ミクロン精密","東S","1497","-13.0(-0.86%)"
"6161","エスティック","東S","912","+0.0(+0.00%)"
"6165","パンチ工業","東S","436","+1.0(+0.23%)"
"6171","土木管理総合試験所","東S","374","+4.0(+1.08%)"
"6185","ＳＭＮ","東S","396","-9.0(-2.22%)"
"6186","一蔵","東S","399","-1.0(-0.25%)"
"6189","グローバルキッズＣＯＭＰＡＮＹ","東S","700","-2.0(-0.28%)"
"6199","セラク","東S","1731","+47.0(+2.79%)"
"6203","豊和工業","東S","1092","-40.0(-3.53%)"
"6208","石川製作所","東S","1266","-36.0(-2.76%)"
"6210","東洋機械金属","東S","643","-5.0(-0.77%)"
"6217","津田駒工業","東S","376","-2.0(-0.53%)"
"6218","エンシュウ","東S","502","-1.0(-0.20%)"
"6223","西部技研","東S","1610","-26.0(-1.59%)"
"6226","守谷輸送機工業","東S","2364","+64.0(+2.78%)"
"6227","ＡＩメカテック","東S","3630","-40.0(-1.09%)"
"6228","ジェイ・イー・ティ","東S","991","-25.0(-2.46%)"
"6229","オーケーエム","東S","1311","-28.0(-2.09%)"
"6230","ＳＡＮＥＩ","東S","1842","-20.0(-1.07%)"
"6231","木村工機","東S","8100","+300.0(+3.85%)"
"6233","ＫＬＡＳＳ","東S","405","+3.0(+0.75%)"
"6239","ナガオカ","東S","1208","-1.0(-0.08%)"
"6245","ヒラノテクシード","東S","1703","-5.0(-0.29%)"
"6246","テクノスマート","東S","1664","-15.0(-0.89%)"
"6248","横田製作所","東S","1462","-12.0(-0.81%)"
"6249","ゲームカード・ジョイコＨＬＤＧ","東S","2394","+12.0(+0.50%)"
"6257","藤商事","東S","1225","-22.0(-1.76%)"
"6265","コンバム","東S","1950","+0.0(+0.00%)"
"6267","ゼネラルパッカー","東S","2795","-14.0(-0.50%)"
"6276","シリウスビジョン","東S","297","-6.0(-1.98%)"
"6286","靜甲","東S","816","-24.0(-2.86%)"
"6291","日本エアーテック","東S","1067","-11.0(-1.02%)"
"6292","カワタ","東S","798","+1.0(+0.13%)"
"6297","鉱研工業","東S","472","-6.0(-1.26%)"
"6307","サンセイ","東S","390","+0.0(+0.00%)"
"6312","フロイント産業","東S","762","-11.0(-1.42%)"
"6316","丸山製作所","東S","2056","+48.0(+2.39%)"
"6317","北川鉄工所","東S","1212","-15.0(-1.22%)"
"6319","シンニッタン","東S","207","-1.0(-0.48%)"
"6322","タクミナ","東S","1690","-1.0(-0.06%)"
"6324","ハーモニック・ドライブ・システ","東S","4620","-380.0(-7.60%)"
"6325","タカキタ","東S","376","-1.0(-0.27%)"
"6327","北川精機","東S","583","-5.0(-0.85%)"
"6334","明治機械","東S","305","-7.0(-2.24%)"
"6335","東京機械製作所","東S","403","-3.0(-0.74%)"
"6336","石井表記","東S","501","+1.0(+0.20%)"
"6337","テセック","東S","1548","+11.0(+0.72%)"
"6338","タカトリ","東S","1376","-24.0(-1.71%)"
"6342","太平製作所","東S","3000","-85.0(-2.76%)"
"6343","フリージア・マクロス","東S","98","-1.0(-1.01%)"
"6346","キクカワエンタープライズ","東S","5780","-110.0(-1.87%)"
"6347","プラコー","東S","206","-2.0(-0.96%)"
"6356","日本ギア工業","東S","491","-5.0(-1.01%)"
"6357","三精テクノロジーズ","東S","1361","-29.0(-2.09%)"
"6360","東京自働機械製作所","東S","4445","-30.0(-0.67%)"
"6365","電業社機械製作所","東S","4495","-105.0(-2.28%)"
"6366","千代田化工建設","東S","315","-6.0(-1.87%)"
"6373","大同工業","東S","792","-8.0(-1.00%)"
"6378","木村化工機","東S","780","-16.0(-2.01%)"
"6380","オリエンタルチエン工業","東S","1720","+0.0(+0.00%)"
"6382","トリニティ工業","東S","1155","-3.0(-0.26%)"
"6384","昭和真空","東S","1383","-7.0(-0.50%)"
"6391","加地テック","東S","3360","-40.0(-1.18%)"
"6392","ヤマダコーポレーション","東S","4935","-5.0(-0.10%)"
"6393","油研工業","東S","2658","+3.0(+0.11%)"
"6396","宇野澤組鐵工所","東S","2966","-39.0(-1.30%)"
