"コード","銘柄名","市場","現在値","前日比(%)"
"8260","井筒屋","東S","431","+1.0(+0.23%)"
"8275","フォーバル","東S","1433","+9.0(+0.63%)"
"8285","三谷産業","東S","333","-6.0(-1.77%)"
"8289","Ｏｌｙｍｐｉｃグループ","東S","440","-1.0(-0.23%)"
"8291","日産東京販売ＨＬＤＧ","東S","468","-10.0(-2.09%)"
"8349","東北銀行","東S","1147","+2.0(+0.17%)"
"8365","富山銀行","東S","1535","-2.0(-0.13%)"
"8383","鳥取銀行","東S","1281","-7.0(-0.54%)"
"8416","高知銀行","東S","805","+3.0(+0.37%)"
"8508","Ｊトラスト","東S","418","-5.0(-1.18%)"
"8518","日本アジア投資","東S","213","-1.0(-0.47%)"
"8537","大光銀行","東S","1411","-8.0(-0.56%)"
"8542","トマト銀行","東S","1217","-12.0(-0.98%)"
"8562","福島銀行","東S","221","-2.0(-0.90%)"
"8563","大東銀行","東S","733","-10.0(-1.35%)"
"8572","アコム","東S","388.4","-1.8(-0.46%)"
"8596","九州リースサービス","東S","1000","-4.0(-0.40%)"
"8617","光世証券","東S","434","-6.0(-1.36%)"
"8699","ＨＳＨＬＤＧ","東S","860","-3.0(-0.35%)"
"8700","丸八証券","東S","1630","-2.0(-0.12%)"
"8704","トレイダーズＨＬＤＧ","東S","905","-26.0(-2.79%)"
"8705","日産証券グループ","東S","189","-1.0(-0.53%)"
"8737","あかつき本社","東S","511","-3.0(-0.58%)"
"8742","小林洋行","東S","302","-1.0(-0.33%)"
"8746","ＵＮＢＡＮＫＥＤ","東S","288","-12.0(-4.00%)"
"8747","豊トラスティ証券","東S","1607","-4.0(-0.25%)"
"8769","アドバンテッジリスクマネジメン","東S","705","+0.0(+0.00%)"
"8772","アサックス","東S","723","-1.0(-0.14%)"
"8783","ＧＦＡ","東S","515","-43.0(-7.71%)"
"8789","フィンテック　グローバル","東S","119","-4.0(-3.25%)"
"8835","太平洋興発","東S","734","+0.0(+0.00%)"
"8836","ＲＩＳＥ","東S","27","-2.0(-6.90%)"
"8841","テーオーシー","東S","632","-2.0(-0.32%)"
"8844","コスモスイニシア","東S","979","-11.0(-1.11%)"
"8869","明和地所","東S","1060","-5.0(-0.47%)"
"8871","ゴールドクレスト","東S","3105","-25.0(-0.80%)"
"8886","ウッドフレンズ","東S","1004","+0.0(+0.00%)"
"8887","クミカ","東S","315","+0.0(+0.00%)"
"8890","レーサム","東S","5890","+0.0(+0.00%)"
"8891","ＡＭＧＨＬＤＧ","東S","1702","-26.0(-1.50%)"
"8894","ＲＥＶＯＬＵＴＩＯＮ","東S","212","-5.0(-2.30%)"
"8898","センチュリー２１・ジャパン","東S","1125","-3.0(-0.27%)"
"8904","ＡＶＡＮＴＩＡ","東S","763","+2.0(+0.26%)"
"8908","毎日コムネット","東S","737","-2.0(-0.27%)"
"8912","エリアクエスト","東S","145","+0.0(+0.00%)"
"8914","エリアリンク","東S","2083","+128.0(+6.55%)"
"8917","ファースト住建","東S","1017","+6.0(+0.59%)"
"8918","ランド","東S","8","+1.0(+14.29%)"
"8920","東祥","東S","669","-8.0(-1.18%)"
"8927","明豊エンタープライズ","東S","306","-4.0(-1.29%)"
"8928","穴吹興産","東S","2078","-13.0(-0.62%)"
"8929","青山財産ネットワークス","東S","2034","+48.0(+2.42%)"
"8931","和田興産","東S","1380","-38.0(-2.68%)"
"8940","インテリックス","東S","841","-14.0(-1.64%)"
"8944","ランドビジネス","東S","188","-2.0(-1.05%)"
"8945","サンネクスタグループ","東S","998","-8.0(-0.80%)"
"8946","ＡＳＩＡＮ　ＳＴＡＲ","東S","81","+1.0(+1.25%)"
"8995","誠建設工業","東S","653","+1.0(+0.15%)"
"8996","ハウスフリーダム","東S","809","-1.0(-0.12%)"
"9012","秩父鉄道","東S","2048","+0.0(+0.00%)"
"9017","新潟交通","東S","2148","-10.0(-0.46%)"
"9028","ゼロ","東S","2520","+5.0(+0.20%)"
"9029","ヒガシトゥエンティワン","東S","1198","-4.0(-0.33%)"
"9033","広島電鉄","東S","610","+2.0(+0.33%)"
"9034","南総通運","東S","1081","-8.0(-0.73%)"
"9036","東部ネットワーク","東S","862","-7.0(-0.81%)"
"9049","京福電気鉄道","東S","6410","+50.0(+0.79%)"
"9051","センコン物流","東S","1019","-4.0(-0.39%)"
"9057","遠州トラック","東S","2820","+0.0(+0.00%)"
"9059","カンダＨＬＤＧ","東S","811","-5.0(-0.61%)"
"9060","日本ロジテム","東S","3915","-70.0(-1.76%)"
"9063","岡山県貨物運送","東S","3240","+0.0(+0.00%)"
"9067","丸運","東S","438","-4.0(-0.90%)"
"9073","京極運輸商事","東S","1204","-26.0(-2.11%)"
"9074","日本石油輸送","東S","2924","+9.0(+0.31%)"
"9082","大和自動車交通","東S","812","+8.0(+1.00%)"
"9083","神姫バス","東S","3470","-10.0(-0.29%)"
"9087","タカセ","東S","1170","-4.0(-0.34%)"
"9115","明海グループ","東S","609","+5.0(+0.83%)"
"9127","玉井商船","東S","1764","+15.0(+0.86%)"
"9130","共栄タンカー","東S","1004","-7.0(-0.69%)"
"9145","ビーイングＨＬＤＧ","東S","2515","-65.0(-2.52%)"
"9160","ノバレーゼ","東S","300","-1.0(-0.33%)"
"9171","栗林商船","東S","1288","-39.0(-2.94%)"
"9173","東海汽船","東S","2813","+1.0(+0.04%)"
"9193","東京汽船","東S","855","-1.0(-0.12%)"
"9206","スターフライヤー","東S","2546","+15.0(+0.59%)"
"9213","セイファート","東S","835","-6.0(-0.71%)"
"9220","エフビー介護サービス","東S","955","-15.0(-1.55%)"
"9221","フルハシＥＰＯ","東S","816","-1.0(-0.12%)"
"9233","アジア航測","東S","1107","+1.0(+0.09%)"
"9249","日本エコシステム","東S","4590","+5.0(+0.11%)"
"9262","シルバーライフ","東S","749","-17.0(-2.22%)"
"9264","ポエック","東S","1420","-11.0(-0.77%)"
"9265","ヤマシタヘルスケアＨＬＤＧ","東S","2500","+57.0(+2.33%)"
"9268","オプティマスグループ","東S","315","-7.0(-2.17%)"
"9275","ナルミヤ・インターナショナル","東S","1208","-24.0(-1.95%)"
"9306","東陽倉庫","東S","1476","-17.0(-1.14%)"
"9307","杉村倉庫","東S","743","+4.0(+0.54%)"
"9308","乾汽船","東S","1475","+10.0(+0.68%)"
"9311","アサガミ","東S","-","- (-%)"
"9312","ケイヒン","東S","2368","+52.0(+2.25%)"
"9313","丸八倉庫","東S","-","- (-%)"
"9322","川西倉庫","東S","1038","+0.0(+0.00%)"
"9325","ファイズＨＬＤＧ","東S","958","-5.0(-0.52%)"
"9327","イー・ロジット","東S","251","-6.0(-2.33%)"
"9339","コーチ・エィ","東S","1118","+1.0(+0.09%)"
"9340","アソインターナショナル","東S","579","-5.0(-0.86%)"
"9351","東洋埠頭","東S","1255","-7.0(-0.55%)"
"9353","櫻島埠頭","東S","1790","-13.0(-0.72%)"
"9355","リンコーコーポレーション","東S","1742","+36.0(+2.11%)"
"9360","鈴与シンワート","東S","2382","-14.0(-0.58%)"
"9361","伏木海陸運送","東S","1619","+4.0(+0.25%)"
"9362","兵機海運","東S","3320","-30.0(-0.90%)"
"9363","大運","東S","467","-14.0(-2.91%)"
"9365","トレーディア","東S","1266","-1.0(-0.08%)"
"9366","サンリツ","東S","809","-3.0(-0.37%)"
"9367","大東港運","東S","718","-9.0(-1.24%)"
"9368","キムラユニティー","東S","1608","-11.0(-0.68%)"
"9369","キユーソー流通システム","東S","1870","-6.0(-0.32%)"
"9376","ユーラシア旅行社","東S","495","+10.0(+2.06%)"
"9377","エージーピー","東S","1182","-12.0(-1.01%)"
"9380","東海運","東S","380","+5.0(+1.33%)"
"9385","ショーエイコーポレーション","東S","579","+1.0(+0.17%)"
"9399","ビートＨＬＤＧ","東S","1187","+31.0(+2.68%)"
"9408","ＢＳＮメディアＨＬＤＧ","東S","1863","+40.0(+2.19%)"
"9414","日本ＢＳ放送","東S","897","-1.0(-0.11%)"
"9417","スマートバリュー","東S","360","-4.0(-1.10%)"
"9419","ワイヤレスゲート","東S","220","+0.0(+0.00%)"
"9421","エヌジェイＨＬＤＧ","東S","491","-4.0(-0.81%)"
"9423","フォーバル・リアルストレート","東S","107","+1.0(+0.94%)"
"9425","ＲｅＹｕｕ　Ｊａｐａｎ","東S","487","+80.0(+19.66%)"
"9428","クロップス","東S","1080","+16.0(+1.50%)"
"9436","沖縄セルラー電話","東S","4135","-15.0(-0.36%)"
"9439","エム・エイチ・グループ","東S","195","-1.0(-0.51%)"
"9441","ベルパーク","東S","1653","-4.0(-0.24%)"
"9444","トーシンＨＬＤＧ","東S","614","-3.0(-0.49%)"
"9445","フォーバルテレコム","東S","468","-7.0(-1.47%)"
"9446","サカイＨＬＤＧ","東S","456","-1.0(-0.22%)"
"9466","アイドママーケティングコミュニ","東S","272","-3.0(-1.09%)"
"9475","昭文社ＨＬＤＧ","東S","397","+2.0(+0.51%)"
"9476","中央経済社ＨＬＤＧ","東S","500","+0.0(+0.00%)"
"9478","ＳＥ　Ｈ＆インキュベーションズ","東S","273","-7.0(-2.50%)"
"9479","インプレスＨＬＤＧ","東S","149","-1.0(-0.67%)"
"9514","エフオン","東S","363","-10.0(-2.68%)"
"9537","北陸瓦斯","東S","-","- (-%)"
"9539","京葉瓦斯","東S","990","+25.0(+2.59%)"
"9564","ＦＣＥ","東S","1126","-24.0(-2.09%)"
"9610","ウィルソン・ラーニング　ワール","東S","83","-3.0(-3.49%)"
"9625","セレスポ","東S","1106","+0.0(+0.00%)"
"9632","スバル興業","東S","3425","-25.0(-0.72%)"
"9633","東京テアトル","東S","1103","+1.0(+0.09%)"
"9635","武蔵野興業","東S","2099","-12.0(-0.57%)"
"9636","きんえい","東S","4000","-10.0(-0.25%)"
"9639","三協フロンテア","東S","2047","+3.0(+0.15%)"
"9640","セゾンテクノロジー","東S","1793","+14.0(+0.79%)"
"9647","協和コンサルタンツ","東S","5270","+0.0(+0.00%)"
"9651","日本プロセス","東S","1393","-11.0(-0.78%)"
"9656","グリーンランドリゾート","東S","610","-1.0(-0.16%)"
"9661","歌舞伎座","東S","4575","+0.0(+0.00%)"
"9679","ホウライ","東S","4940","+70.0(+1.44%)"
"9685","ＫＹＣＯＭ　ＨＬＤＧ","東S","673","+2.0(+0.30%)"
"9686","東洋テック","東S","1337","-18.0(-1.33%)"
"9687","ＫＳＫ","東S","3205","-35.0(-1.08%)"
"9691","両毛システムズ","東S","2524","-26.0(-1.02%)"
"9696","ウィザス","東S","2330","+22.0(+0.95%)"
"9698","クレオ","東S","1152","-1.0(-0.09%)"
"9701","東京會舘","東S","4000","+5.0(+0.13%)"
"9704","アゴーラ　ホスピタリティー","東S","71","-3.0(-4.05%)"
"9708","帝国ホテル","東S","901","-7.0(-0.77%)"
"9709","ＮＣＳ＆Ａ","東S","840","-25.0(-2.89%)"
"9713","ロイヤルホテル","東S","1123","-27.0(-2.35%)"
"9720","ホテル、ニューグランド","東S","5870","+10.0(+0.17%)"
"9723","京都ホテル","東S","705","-1.0(-0.14%)"
"9726","ＫＮＴ―ＣＴ　ＨＬＤＧ","東S","1128","-28.0(-2.42%)"
"9731","白洋舎","東S","2814","+27.0(+0.97%)"
"9733","ナガセ","東S","1914","+5.0(+0.26%)"
"9753","アイエックス・ナレッジ","東S","1061","+0.0(+0.00%)"
"9760","進学会ＨＬＤＧ","東S","200","-3.0(-1.48%)"
"9761","東海リース","東S","1836","-2.0(-0.11%)"
"9763","丸紅建材リース","東S","3040","-10.0(-0.33%)"
"9767","日建工学","東S","1357","-2.0(-0.15%)"
"9768","いであ","東S","2600","-47.0(-1.78%)"
"9776","札幌臨床検査センター","東S","996","-7.0(-0.70%)"
"9778","昴","東S","7130","-150.0(-2.06%)"
"9780","ハリマビステム","東S","713","-1.0(-0.14%)"
"9782","ディーエムエス","東S","1944","+5.0(+0.26%)"
"9791","ビケンテクノ","東S","922","+2.0(+0.22%)"
"9799","旭情報サービス","東S","989","+17.0(+1.75%)"
"9812","テーオーＨＬＤＧ","東S","289","+14.0(+5.09%)"
"9816","ストライダーズ","東S","237","+4.0(+1.72%)"
"9818","大丸エナウィン","東S","1784","-59.0(-3.20%)"
"9820","エムティジェネックス","東S","2515","+7.0(+0.28%)"
"9823","マミーマート","東S","4500","+110.0(+2.51%)"
"9827","リリカラ","東S","592","-9.0(-1.50%)"
"9828","Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉ","東S","3285","+0.0(+0.00%)"
"9835","ジュンテンドー","東S","521","+10.0(+1.96%)"
"9845","パーカーコーポレーション","東S","822","-2.0(-0.24%)"
"9846","天満屋ストア","東S","963","-2.0(-0.21%)"
"9849","共同紙販ＨＬＤＧ","東S","4820","-25.0(-0.52%)"
"9852","ＣＢグループマネジメント","東S","8030","+0.0(+0.00%)"
"9853","銀座ルノアール","東S","925","-5.0(-0.54%)"
"9854","愛眼","東S","145","-2.0(-1.36%)"
"9856","ケーユーＨＬＤＧ","東S","1116","+6.0(+0.54%)"
"9857","英和","東S","2360","+7.0(+0.30%)"
"9867","ソレキア","東S","5680","-150.0(-2.57%)"
"9872","北恵","東S","769","-5.0(-0.65%)"
"9876","コックス","東S","191","-2.0(-1.04%)"
"9878","セキド","東S","742","-1.0(-0.13%)"
"9885","シャルレ","東S","374","-15.0(-3.86%)"
"9888","ＵＥＸ","東S","917","-6.0(-0.65%)"
"9890","マキヤ","東S","1019","+4.0(+0.39%)"
"9895","コンセック","東S","1230","+20.0(+1.65%)"
"9896","ＪＫ　ＨＬＤＧ","東S","1003","-9.0(-0.89%)"
"9903","カンセキ","東S","900","-3.0(-0.33%)"
"9904","ベリテ","東S","361","-2.0(-0.55%)"
"9906","藤井産業","東S","2501","-15.0(-0.60%)"
"9908","日本電計","東S","1844","+2.0(+0.11%)"
"9913","日邦産業","東S","2256","+2.0(+0.09%)"
"9914","植松商会","東S","1025","+11.0(+1.08%)"
"9927","ワットマン","東S","786","-9.0(-1.13%)"
"9929","平和紙業","東S","460","+0.0(+0.00%)"
"9930","北沢産業","東S","352","-1.0(-0.28%)"
"9941","太洋物産","東S","880","-8.0(-0.90%)"
"9950","ハチバン","東S","3495","-5.0(-0.14%)"
"9955","ヨンキュウ","東S","2234","+15.0(+0.68%)"
"9959","アシードＨＬＤＧ","東S","715","+5.0(+0.70%)"
"9969","ショクブン","東S","254","-1.0(-0.39%)"
"9972","アルテック","東S","206","-2.0(-0.96%)"
"9973","ＫＯＺＯＨＬＤＧ","東S","18","+1.0(+5.88%)"
"9976","セキチュー","東S","1019","-11.0(-1.07%)"
"9978","文教堂グループＨＬＤＧ","東S","52","-2.0(-3.70%)"
"9979","大庄","東S","1042","-4.0(-0.38%)"
"9980","ＭＲＫ　ＨＬＤＧ","東S","80","-1.0(-1.23%)"
"9982","タキヒヨー","東S","1421","-30.0(-2.07%)"
"9986","蔵王産業","東S","2394","-4.0(-0.17%)"
"9993","ヤマザワ","東S","1121","-11.0(-0.97%)"
"9994","やまや","東S","2890","-12.0(-0.41%)"
"9996","サトー商会","東S","1986","+6.0(+0.30%)"
